입력번호,발전소명,년월,호기,황산화물기준,황산화물평균,질수산화물기준,질수산화물평균,먼지기준,먼지평균,발전소코드
406,태안,201509,8614,100,48.41,140,80.37,25,37.33,TA
407,태안,201509,8615,100,37.27,140,88.01,25,126.02,TA
408,태안,201509,8616,100,44.68,140,77.41,25,8.54,TA
409,태안,201509,8617,100,18.39,140,73.86,25,31.25,TA
410,태안,201509,8618,100,23.2,140,79.9,25,5.06,TA
411,태안,201509,861B,35,55.25,50,18.4,15,4.9,TA
412,태안,201510,8611,100,1.25,140,93.55,25,924.6,TA
413,태안,201510,8612,100,32.8,140,87.45,25,7.63,TA
414,태안,201510,8613,100,39.71,140,77.94,25,8.74,TA
415,태안,201510,8614,100,35.18,140,78.09,25,4.69,TA
416,태안,201510,8615,100,34.04,140,85.48,25,6.61,TA
417,태안,201510,8616,100,42.02,140,74.93,25,9.39,TA
418,태안,201510,8617,100,23.52,140,82.99,25,105.31,TA
419,태안,201510,8618,100,23.01,140,83.28,25,4.04,TA
420,태안,201510,861B,35,132.62,50,89.37,15,16.15,TA
421,태안,201511,8611,100,27.22,140,84.75,25,322.12,TA
422,태안,201511,8612,100,31.99,140,85.32,25,7.82,TA
423,태안,201511,8613,100,12.83,140,71.69,25,158.36,TA
424,태안,201511,8614,100,67.43,140,88.42,25,819.38,TA
425,태안,201511,8615,100,39.54,140,88.12,25,6.37,TA
426,태안,201511,8616,100,76.63,140,90.07,25,418.57,TA
427,태안,201511,8617,100,38.52,140,114.42,25,358.29,TA
428,태안,201511,8618,100,26.94,140,82.73,25,5.69,TA
429,태안,201511,861B,35,6.88,50,140.55,15,49.26,TA
430,태안,201512,8611,100,30.82,140,74.71,25,10.92,TA
431,태안,201512,8612,100,33.98,140,83.09,25,7.91,TA
432,태안,201512,8613,100,25.54,140,80.49,25,36.34,TA
433,태안,201512,8614,100,33.55,140,78.72,25,8.28,TA
434,태안,201512,8615,100,38.4,140,91.06,25,7.15,TA
435,태안,201512,8616,100,103.66,140,107.58,25,257.56,TA
436,태안,201512,8617,100,25.17,140,82.59,25,2.75,TA
437,태안,201512,8618,100,25.61,140,83.05,25,6.23,TA
438,태안,201512,861B,35,3.5,50,36.38,15,28.51,TA
439,태안,201601,8611,100,29,140,73.11,25,8.89,TA
440,태안,201601,8612,100,29.33,140,80.91,25,6.96,TA
441,태안,201601,8613,100,31.43,140,70.54,25,4.08,TA
442,태안,201601,8614,100,27.02,140,80.32,25,5.08,TA
443,태안,201601,8615,100,34.3,140,88.05,25,7.31,TA
444,태안,201601,8616,100,45.25,140,82.52,25,10.42,TA
445,태안,201601,8617,100,28.41,140,88.41,25,56.85,TA
446,태안,201601,8618,100,22.4,140,81.14,25,3.78,TA
447,태안,201601,861B,35,4.26,50,11.91,15,22.62,TA
448,태안,201602,8611,100,25.96,140,72.67,25,149.27,TA
449,태안,201602,8612,100,25.54,140,83.48,25,7.04,TA
450,태안,201602,8613,100,33.86,140,70.06,25,95.34,TA
451,태안,201602,8614,100,28.87,140,80.9,25,6.11,TA
452,태안,201602,8615,100,31.82,140,88.2,25,7.56,TA
453,태안,201602,8616,100,42.72,140,85.35,25,11.49,TA
454,태안,201602,8617,100,19.82,140,80.45,25,2.06,TA
455,태안,201602,8618,100,20.31,140,73.85,25,3.64,TA
456,태안,201602,861B,35,39.69,50,1.22,15,19.05,TA
457,태안,201603,8611,100,32.13,140,68.13,25,8.15,TA
458,태안,201603,8612,100,29.77,140,84.91,25,7.35,TA
459,태안,201603,8613,100,35.17,140,70.51,25,5.23,TA
460,태안,201603,8614,100,29.54,140,76.82,25,5.85,TA
461,태안,201603,8615,100,42.56,140,102.53,25,7.92,TA
462,태안,201603,8616,100,55,140,94.6,25,11.6,TA
463,태안,201603,8617,100,18.93,140,78.26,25,2.04,TA
464,태안,201603,8618,100,17.35,140,75.92,25,3.68,TA
465,태안,201603,861B,35,18.55,50,1.49,15,25.08,TA
466,태안,201604,8611,100,26.61,140,61.64,25,7.37,TA
467,태안,201604,8612,100,24.96,140,85.85,25,7.15,TA
468,태안,201604,8613,100,27.73,140,72.87,25,6.89,TA
469,태안,201604,8614,100,23.89,140,77.4,25,5.46,TA
470,태안,201604,8615,100,6.19,140,9.54,25,198.66,TA
471,태안,201604,8616,100,65.83,140,91.18,25,10.6,TA
472,태안,201604,8617,100,24.48,140,77.71,25,43.77,TA
473,태안,201604,8618,100,18.54,140,77.56,25,4.21,TA
474,태안,201604,861B,35,8.72,50,1.11,15,24.05,TA
475,태안,201605,8611,100,25.46,140,71.96,25,228.12,TA
476,태안,201605,8612,100,27.44,140,86.05,25,7.4,TA
477,태안,201605,8613,100,32.83,140,79.08,25,7.64,TA
478,태안,201605,8614,100,27.55,140,76.26,25,5.19,TA
479,태안,201605,8615,100,7.61,140,17.17,25,277.25,TA
480,태안,201605,8616,100,66.16,140,84.86,25,249.99,TA
481,태안,201605,8617,100,22,140,72.93,25,32.5,TA
482,태안,201605,8618,100,21.68,140,78.21,25,4.64,TA
483,태안,201605,861B,35,4.17,50,1.62,15,16.9,TA
484,태안,201606,8611,100,20.7,140,56.25,25,173.6,TA
485,태안,201606,8612,100,25.6,140,70.44,25,6.68,TA
486,태안,201606,8613,100,27.64,140,68.93,25,6.09,TA
487,태안,201606,8614,100,26.92,140,57.77,25,4.49,TA
488,태안,201606,8615,100,29.58,140,66.7,25,4.86,TA
489,태안,201606,8616,100,33.61,140,61.71,25,7.13,TA
490,태안,201606,8617,100,22.59,140,63.92,25,1.77,TA
491,태안,201606,8618,100,22.25,140,60.46,25,4.02,TA
492,태안,201606,861B,35,0.94,50,2.58,15,12.01,TA
493,태안,201607,8611,100,22.32,140,53.26,25,7.65,TA
494,태안,201607,8612,100,20.72,140,57.38,25,7.64,TA
495,태안,201607,8613,100,25.43,140,53.9,25,8.71,TA
496,태안,201607,8614,100,27.26,140,59.83,25,6.98,TA
497,태안,201607,8615,100,32.33,140,61.86,25,4.66,TA
498,태안,201607,8616,100,39.59,140,57.23,25,7.3,TA
499,태안,201607,8617,100,16.45,140,54.45,25,1.76,TA
500,태안,201607,8618,100,16.67,140,53.1,25,3.27,TA
501,태안,201607,861B,35,6.53,50,10.8,15,5.23,TA
502,태안,201608,8611,100,27.56,140,60.44,25,5.96,TA
503,태안,201608,8612,100,25.35,140,52.51,25,8.66,TA
504,태안,201608,8613,100,30.41,140,50.54,25,8.54,TA
505,태안,201608,8614,100,30.87,140,54,25,5.78,TA
506,태안,201608,8615,100,28.2,140,60.97,25,4.21,TA
507,태안,201608,8616,100,41.46,140,58.29,25,4.14,TA
508,태안,201608,8617,100,46.46,140,46.77,25,33.49,TA
509,태안,201608,8618,100,19.34,140,52.83,25,1.98,TA
510,태안,201608,861B,35,0.73,50,21,15,2.53,TA
511,군산,201501,8901,35,6.3,50,23.21,15,0.59,GU
512,군산,201501,8902,35,7.24,50,17.84,15,2.35,GU
513,군산,201502,8901,35,4.63,50,19.65,15,0.96,GU
514,군산,201502,8902,35,10.26,50,15.65,15,1.24,GU
515,군산,201503,8901,35,4.63,50,18.3,15,1.17,GU
516,군산,201503,8902,35,7.86,50,17.27,15,0.78,GU
517,군산,201504,8901,35,3.68,50,16.44,15,1.33,GU
518,군산,201504,8902,35,13.67,50,16.61,15,0.95,GU
519,군산,201505,8901,35,0.96,50,16.02,15,1.13,GU
520,군산,201505,8902,35,3.73,50,16.71,15,0.47,GU
521,군산,201506,8901,35,1.32,50,16.57,15,1.15,GU
522,군산,201506,8902,35,3.46,50,14.41,15,1.47,GU
523,군산,201507,8901,35,0,50,11.06,15,1.66,GU
524,군산,201507,8902,35,0,50,9.11,15,6.87,GU
525,군산,201508,8901,35,0,50,16.96,15,0.73,GU
526,군산,201508,8902,35,0,50,16,15,3.34,GU
527,군산,201509,8901,35,0,50,1.24,15,2.94,GU
528,군산,201509,8902,35,0,50,1.2,15,8.74,GU
529,군산,201510,8901,35,0,50,1.01,15,3.11,GU
530,군산,201510,8902,35,0,50,0.53,15,7.99,GU
531,군산,201511,8901,35,0,50,0.89,15,3.32,GU
532,군산,201511,8902,35,0,50,1.37,15,5.47,GU
533,군산,201512,8901,35,0,50,23.98,15,0.18,GU
534,군산,201512,8902,35,0,50,22.76,15,0.61,GU
535,군산,201601,8901,35,0,50,29.79,15,2.11,GU
536,군산,201601,8902,35,0,50,28.87,15,4.65,GU
537,군산,201602,8901,35,0,50,17.99,15,3.01,GU
538,군산,201602,8902,35,0,50,18.59,15,7.29,GU
539,군산,201603,8901,35,0,50,22.27,15,1.4,GU
540,군산,201603,8902,35,0,50,16.07,15,1.65,GU
541,군산,201604,8901,35,0,50,16.82,15,0.89,GU
542,군산,201604,8902,35,0,50,14.77,15,2.17,GU
543,군산,201605,8901,35,2.77,50,13.46,15,1.44,GU
544,군산,201605,8902,35,2.99,50,12.81,15,3.16,GU
545,군산,201606,8901,35,3.17,50,12.6,15,1.22,GU
546,군산,201606,8902,35,2.7,50,12.15,15,2.51,GU
547,군산,201607,8901,35,0,50,12.51,15,1.56,GU
548,군산,201607,8902,35,0,50,13,15,1.49,GU
549,군산,201608,8901,35,0,50,11.58,15,1.79,GU
550,군산,201608,8902,35,0,50,11.44,15,2.37,GU
551,서인천,201501,8751,0,0,100,6.39,0,0,WI
552,서인천,201501,8752,0,0,100,4.26,0,0,WI
553,서인천,201501,8753,0,0,100,10.04,0,0,WI
554,서인천,201501,8754,0,0,100,10.13,0,0,WI
555,서인천,201501,8755,0,0,100,11.77,0,0,WI
556,서인천,201501,8756,0,0,100,16.65,0,0,WI
557,서인천,201501,8757,0,0,100,8.53,0,0,WI
558,서인천,201501,8758,0,0,100,1.51,0,0,WI
559,서인천,201502,8751,0,0,100,7.81,0,0,WI
560,서인천,201502,8752,0,0,100,8.41,0,0,WI
561,서인천,201502,8753,0,0,100,12.25,0,0,WI
562,서인천,201502,8754,0,0,100,12.62,0,0,WI
563,서인천,201502,8755,0,0,100,12.72,0,0,WI
564,서인천,201502,8756,0,0,100,14.81,0,0,WI
565,서인천,201502,8757,0,0,100,11.44,0,0,WI
566,서인천,201502,8758,0,0,100,5.38,0,0,WI
567,서인천,201503,8751,0,0,100,5.92,0,0,WI
568,서인천,201503,8752,0,0,100,5.29,0,0,WI
569,서인천,201503,8753,0,0,100,8.66,0,0,WI
570,서인천,201503,8754,0,0,100,14.47,0,0,WI
571,서인천,201503,8755,0,0,100,7.69,0,0,WI
572,서인천,201503,8756,0,0,100,12.34,0,0,WI
573,서인천,201503,8757,0,0,100,5.98,0,0,WI
574,서인천,201503,8758,0,0,100,3.66,0,0,WI
575,서인천,201504,8751,0,0,100,2.15,0,0,WI
576,서인천,201504,8752,0,0,100,0.88,0,0,WI
577,서인천,201504,8753,0,0,100,3.37,0,0,WI
578,서인천,201504,8754,0,0,100,13.96,0,0,WI
579,서인천,201504,8755,0,0,100,3.04,0,0,WI
580,서인천,201504,8756,0,0,100,7.57,0,0,WI
581,서인천,201504,8757,0,0,100,2.82,0,0,WI
582,서인천,201504,8758,0,0,100,0.03,0,0,WI
583,서인천,201505,8751,0,0,100,4.17,0,0,WI
584,서인천,201505,8752,0,0,100,3.88,0,0,WI
585,서인천,201505,8753,0,0,100,4.54,0,0,WI
586,서인천,201505,8754,0,0,100,13.61,0,0,WI
587,서인천,201505,8755,0,0,100,7.09,0,0,WI
588,서인천,201505,8756,0,0,100,9.52,0,0,WI
589,서인천,201505,8757,0,0,100,5.78,0,0,WI
590,서인천,201505,8758,0,0,100,2.16,0,0,WI
591,서인천,201506,8751,0,0,100,7.35,0,0,WI
592,서인천,201506,8752,0,0,100,6.5,0,0,WI
593,서인천,201506,8753,0,0,100,7.47,0,0,WI
594,서인천,201506,8754,0,0,100,12.49,0,0,WI
595,서인천,201506,8755,0,0,100,7.74,0,0,WI
596,서인천,201506,8756,0,0,100,11.85,0,0,WI
597,서인천,201506,8757,0,0,100,8.2,0,0,WI
598,서인천,201506,8758,0,0,100,3.37,0,0,WI
599,서인천,201507,8751,0,0,100,5.93,0,0,WI
600,서인천,201507,8752,0,0,100,4.7,0,0,WI
601,서인천,201507,8753,0,0,100,6.57,0,0,WI
602,서인천,201507,8754,0,0,100,12.35,0,0,WI
603,서인천,201507,8755,0,0,100,5.79,0,0,WI
604,서인천,201507,8756,0,0,100,9.67,0,0,WI
605,서인천,201507,8757,0,0,100,5.91,0,0,WI
606,서인천,201507,8758,0,0,100,2.05,0,0,WI
607,서인천,201508,8751,0,0,100,8.31,0,0,WI
608,서인천,201508,8752,0,0,100,8.57,0,0,WI
609,서인천,201508,8753,0,0,100,8.56,0,0,WI
610,서인천,201508,8754,0,0,100,11.95,0,0,WI
611,서인천,201508,8755,0,0,100,7.81,0,0,WI
612,서인천,201508,8756,0,0,100,10.24,0,0,WI
613,서인천,201508,8757,0,0,100,8.47,0,0,WI
614,서인천,201508,8758,0,0,100,5.54,0,0,WI
615,서인천,201509,8751,0,0,100,6.21,0,0,WI
616,서인천,201509,8752,0,0,100,3.33,0,0,WI
617,서인천,201509,8753,0,0,100,6,0,0,WI
618,서인천,201509,8754,0,0,100,2.05,0,0,WI
619,서인천,201509,8755,0,0,100,5.8,0,0,WI
620,서인천,201509,8756,0,0,100,14.69,0,0,WI
621,서인천,201509,8757,0,0,100,5.57,0,0,WI
622,서인천,201509,8758,0,0,100,1.85,0,0,WI
623,서인천,201510,8751,0,0,100,5.68,0,0,WI
624,서인천,201510,8752,0,0,100,2.41,0,0,WI
625,서인천,201510,8753,0,0,100,5.05,0,0,WI
626,서인천,201510,8754,0,0,100,13.25,0,0,WI
627,서인천,201510,8755,0,0,100,7.93,0,0,WI
628,서인천,201510,8756,0,0,100,13.33,0,0,WI
629,서인천,201510,8757,0,0,100,7.16,0,0,WI
630,서인천,201510,8758,0,0,100,2.94,0,0,WI
631,서인천,201511,8751,0,0,100,2.01,0,0,WI
632,서인천,201511,8752,0,0,100,2.34,0,0,WI
633,서인천,201511,8753,0,0,100,5.42,0,0,WI
634,서인천,201511,8754,0,0,100,14.94,0,0,WI
635,서인천,201511,8755,0,0,100,0,0,0,WI
636,서인천,201511,8756,0,0,100,5.96,0,0,WI
637,서인천,201511,8757,0,0,100,2.08,0,0,WI
638,서인천,201511,8758,0,0,100,0,0,0,WI
639,서인천,201512,8751,0,0,100,2.75,0,0,WI
640,서인천,201512,8752,0,0,100,1.85,0,0,WI
641,서인천,201512,8753,0,0,100,5.8,0,0,WI
642,서인천,201512,8754,0,0,100,0.2,0,0,WI
643,서인천,201512,8755,0,0,100,0.2,0,0,WI
644,서인천,201512,8756,0,0,100,16.68,0,0,WI
645,서인천,201512,8757,0,0,100,2.33,0,0,WI
646,서인천,201512,8758,0,0,100,0.44,0,0,WI
647,서인천,201601,8751,0,0,100,5.47,0,0,WI
648,서인천,201601,8752,0,0,100,4.09,0,0,WI
649,서인천,201601,8753,0,0,100,5.09,0,0,WI
650,서인천,201601,8754,0,0,100,3.85,0,0,WI
651,서인천,201601,8755,0,0,100,5.99,0,0,WI
652,서인천,201601,8756,0,0,100,16.29,0,0,WI
653,서인천,201601,8757,0,0,100,6.24,0,0,WI
654,서인천,201601,8758,0,0,100,1.94,0,0,WI
655,서인천,201602,8751,0,0,100,3.4,0,0,WI
656,서인천,201602,8752,0,0,100,2.88,0,0,WI
657,서인천,201602,8753,0,0,100,3.54,0,0,WI
658,서인천,201602,8754,0,0,100,0.26,0,0,WI
659,서인천,201602,8755,0,0,100,1.03,0,0,WI
660,서인천,201602,8756,0,0,100,16.31,0,0,WI
661,서인천,201602,8757,0,0,100,3.74,0,0,WI
662,서인천,201602,8758,0,0,100,0.94,0,0,WI
663,서인천,201603,8751,0,0,100,2.46,0,0,WI
664,서인천,201603,8752,0,0,100,0.72,0,0,WI
665,서인천,201603,8753,0,0,100,1.36,0,0,WI
666,서인천,201603,8754,0,0,100,2.7,0,0,WI
667,서인천,201603,8755,0,0,100,0.22,0,0,WI
668,서인천,201603,8756,0,0,100,15.44,0,0,WI
669,서인천,201603,8757,0,0,100,1.49,0,0,WI
670,서인천,201603,8758,0,0,100,0.4,0,0,WI
671,서인천,201604,8751,0,0,100,3.08,0,0,WI
672,서인천,201604,8752,0,0,100,4.63,0,0,WI
673,서인천,201604,8753,0,0,100,0.9,0,0,WI
674,서인천,201604,8754,0,0,100,5.58,0,0,WI
675,서인천,201604,8755,0,0,100,3.37,0,0,WI
676,서인천,201604,8756,0,0,100,14.55,0,0,WI
677,서인천,201604,8757,0,0,100,5.79,0,0,WI
678,서인천,201604,8758,0,0,100,0.03,0,0,WI
679,서인천,201605,8751,0,0,100,0.88,0,0,WI
680,서인천,201605,8752,0,0,100,0.88,0,0,WI
681,서인천,201605,8753,0,0,100,0.07,0,0,WI
682,서인천,201605,8754,0,0,100,2.81,0,0,WI
683,서인천,201605,8755,0,0,100,20.73,0,0,WI
684,서인천,201605,8756,0,0,100,11.81,0,0,WI
685,서인천,201605,8757,0,0,100,6.47,0,0,WI
686,서인천,201605,8758,0,0,100,0.3,0,0,WI
687,서인천,201606,8751,0,0,100,4.46,0,0,WI
688,서인천,201606,8752,0,0,100,2.07,0,0,WI
689,서인천,201606,8753,0,0,100,4.86,0,0,WI
690,서인천,201606,8754,0,0,100,7.07,0,0,WI
691,서인천,201606,8755,0,0,100,6.95,0,0,WI
692,서인천,201606,8756,0,0,100,14.2,0,0,WI
693,서인천,201606,8757,0,0,100,6.2,0,0,WI
694,서인천,201606,8758,0,0,100,2.63,0,0,WI
695,서인천,201607,8751,0,0,100,7.7,0,0,WI
696,서인천,201607,8752,0,0,100,6.96,0,0,WI
697,서인천,201607,8753,0,0,100,6.43,0,0,WI
698,서인천,201607,8754,0,0,100,6.24,0,0,WI
699,서인천,201607,8755,0,0,100,10.2,0,0,WI
700,서인천,201607,8756,0,0,100,13.73,0,0,WI
701,서인천,201607,8757,0,0,100,8.45,0,0,WI
702,서인천,201607,8758,0,0,100,6.01,0,0,WI
703,서인천,201608,8751,0,0,100,7.55,0,0,WI
704,서인천,201608,8752,0,0,100,8.06,0,0,WI
705,서인천,201608,8753,0,0,100,6.84,0,0,WI
706,서인천,201608,8754,0,0,100,7.71,0,0,WI
707,서인천,201608,8755,0,0,100,14.73,0,0,WI
708,서인천,201608,8756,0,0,100,8.71,0,0,WI
709,서인천,201608,8757,0,0,100,9.05,0,0,WI
710,서인천,201608,8758,0,0,100,9.21,0,0,WI
711,평택,201501,8511,130,254.46,90,185.52,20,159.32,PY
712,평택,201501,8512,130,200.19,90,102.05,20,319.45,PY
713,평택,201501,8513,130,175.86,90,95.87,20,1173.98,PY
714,평택,201501,8514,130,199.44,100,155.27,20,418.61,PY
715,평택,201501,8515,180,0,100,13.12,40,0,PY
716,평택,201501,8516,180,0,100,10.27,40,0,PY
717,평택,201501,8517,180,0,100,17.91,40,0,PY
718,평택,201501,8518,180,0,100,24.35,40,0,PY
719,평택,201501,8519,180,0,100,9.32,40,0,PY
720,평택,201501,851A,180,0,100,6.55,40,0,PY
721,평택,201502,8511,130,202.05,90,121.28,20,138.69,PY
722,평택,201502,8512,130,235.39,90,79.28,20,157.46,PY
723,평택,201502,8513,130,122.98,90,92.65,20,382.15,PY
724,평택,201502,8514,130,170.22,100,123.95,20,200.88,PY
725,평택,201502,8515,180,0,100,6.75,40,0,PY
726,평택,201502,8516,180,0,100,8.05,40,0,PY
727,평택,201502,8517,180,0,100,11.32,40,0,PY
728,평택,201502,8518,180,0,100,17.1,40,0,PY
729,평택,201502,8519,180,0,100,15.47,40,0,PY
730,평택,201502,851A,180,0,100,7.08,40,0,PY
731,평택,201503,8511,130,192.85,90,81.52,20,56.13,PY
732,평택,201503,8512,130,250.93,90,67.95,20,120.43,PY
733,평택,201503,8513,130,131.06,90,74.93,20,207.52,PY
734,평택,201503,8514,130,144.37,100,77.08,20,163.87,PY
735,평택,201503,8515,180,0,100,9.21,40,0,PY
736,평택,201503,8516,180,0,100,9.87,40,0,PY
737,평택,201503,8517,180,0,100,17.66,40,0,PY
738,평택,201503,8518,180,0,100,22.01,40,0,PY
739,평택,201503,8519,180,0,100,7.79,40,0,PY
740,평택,201503,851A,180,0,100,5.15,40,0,PY
741,평택,201504,8511,130,183.67,90,157.78,20,117.44,PY
742,평택,201504,8512,130,159.43,90,72.94,20,245.64,PY
743,평택,201504,8513,130,78.23,90,79.58,20,308.59,PY
744,평택,201504,8514,130,191.89,100,106.9,20,284.45,PY
745,평택,201504,8515,180,0,100,4.36,40,0,PY
746,평택,201504,8516,180,0,100,5.71,40,0,PY
747,평택,201504,8517,180,0,100,22.58,40,0,PY
748,평택,201504,8518,180,0,100,6.16,40,0,PY
749,평택,201504,8519,180,0,100,6.59,40,0,PY
750,평택,201504,851A,180,0,100,6.41,40,0,PY
751,평택,201505,8511,130,135.55,90,123.69,20,44.43,PY
752,평택,201505,8512,130,150.83,90,63.1,20,247.3,PY
753,평택,201505,8513,130,64.26,90,53.34,20,251.28,PY
754,평택,201505,8514,130,108.02,100,77.27,20,308.17,PY
755,평택,201505,8515,180,0,100,7.46,40,0,PY
756,평택,201505,8516,180,0,100,7.64,40,0,PY
757,평택,201505,8517,180,0,100,41.05,40,0,PY
758,평택,201505,8518,180,0,100,2.45,40,0,PY
759,평택,201505,8519,180,0,100,6.15,40,0,PY
760,평택,201505,851A,180,0,100,5.95,40,0,PY
761,평택,201506,8511,130,78.18,90,31.73,20,55.09,PY
762,평택,201506,8512,130,33.13,90,37.92,20,168.45,PY
763,평택,201506,8513,130,41.6,90,44.06,20,132.3,PY
764,평택,201506,8514,130,86.86,100,30.27,20,122.23,PY
765,평택,201506,8515,180,0,100,7.97,40,0,PY
766,평택,201506,8516,180,0,100,5.3,40,0,PY
767,평택,201506,8517,180,0,100,7.73,40,0,PY
768,평택,201506,8518,180,0,100,24.52,40,0,PY
769,평택,201506,8519,180,0,100,6.56,40,0,PY
770,평택,201506,851A,180,0,100,5.44,40,0,PY
771,평택,201507,8511,130,68.04,90,27.54,20,31.72,PY
772,평택,201507,8512,130,27.5,90,28.71,20,154.88,PY
773,평택,201507,8513,130,44.31,90,44.59,20,111.48,PY
774,평택,201507,8514,130,99,100,53.52,20,101.65,PY
775,평택,201507,8515,180,0,100,10.94,40,0,PY
776,평택,201507,8516,180,0,100,7.97,40,0,PY
777,평택,201507,8517,180,0,100,0.95,40,0,PY
778,평택,201507,8518,180,0,100,4.68,40,0,PY
779,평택,201507,8519,180,0,100,6.54,40,0,PY
780,평택,201507,851A,180,0,100,6.89,40,0,PY
781,평택,201508,8511,130,71.96,90,44.4,20,68.52,PY
782,평택,201508,8512,130,30.28,90,35.75,20,216.17,PY
783,평택,201508,8513,130,44.57,90,50.02,20,221.11,PY
784,평택,201508,8514,130,103.34,100,70.76,20,217.16,PY
785,평택,201508,8515,180,0,100,43.91,40,0,PY
786,평택,201508,8516,180,0,100,16.49,40,0,PY
787,평택,201508,8517,180,0,100,0.23,40,0,PY
788,평택,201508,8518,180,0,100,8.16,40,0,PY
789,평택,201508,8519,180,0,100,6.46,40,0,PY
790,평택,201508,851A,180,0,100,6.97,40,0,PY
791,평택,201509,8511,130,86.47,90,27.24,20,46.68,PY
792,평택,201509,8512,130,28.42,90,39.03,20,225.22,PY
793,평택,201509,8513,130,38.74,90,38.87,20,171.9,PY
794,평택,201509,8514,130,101.71,100,47.75,20,327.06,PY
795,평택,201509,8515,180,0,100,158.77,40,0,PY
796,평택,201509,8516,180,0,100,33.6,40,0,PY
797,평택,201509,8517,180,0,100,32.83,40,0,PY
798,평택,201509,8518,180,0,100,4.26,40,0,PY
799,평택,201509,8519,180,0,100,8.62,40,0,PY
800,평택,201509,851A,180,0,100,6.61,40,0,PY
801,평택,201510,8511,130,92.44,90,34.75,20,45.74,PY
802,평택,201510,8512,130,100.87,90,49.12,20,148.08,PY
803,평택,201510,8513,130,52.59,90,37.04,20,178.61,PY
804,평택,201510,8514,130,104.77,100,61.97,20,109.87,PY
805,평택,201510,8515,180,0,100,44.73,40,0,PY
806,평택,201510,8516,180,0,100,23.69,40,0,PY
807,평택,201510,8517,180,0,100,34.27,40,0,PY
808,평택,201510,8518,180,0,100,6.66,40,0,PY
809,평택,201510,8519,180,0,100,6.82,40,0,PY
810,평택,201510,851A,180,0,100,6.53,40,0,PY
811,평택,201511,8511,130,116.23,90,71.29,20,42.71,PY
812,평택,201511,8512,130,105.56,90,75.68,20,38.92,PY
813,평택,201511,8513,130,76.6,90,81.51,20,51.84,PY
814,평택,201511,8514,130,139.24,100,76.39,20,17.42,PY
815,평택,201511,8515,180,0,100,38.78,40,0,PY
816,평택,201511,8516,180,0,100,11.8,40,0,PY
817,평택,201511,8517,180,0,100,39.82,40,0,PY
818,평택,201511,8518,180,0,100,13.95,40,0,PY
819,평택,201511,8519,180,0,100,28.58,40,0,PY
820,평택,201511,851A,180,0,100,8.44,40,0,PY
821,평택,201512,8511,130,138.32,90,74.2,20,48.03,PY
822,평택,201512,8512,130,147.28,90,69.4,20,76.01,PY
823,평택,201512,8513,130,101,90,75.32,20,136.56,PY
824,평택,201512,8514,130,91.74,100,71.45,20,10.49,PY
825,평택,201512,8515,180,0,100,118.8,40,0,PY
826,평택,201512,8516,180,0,100,23.47,40,0,PY
827,평택,201512,8517,180,0,100,39.04,40,0,PY
828,평택,201512,8518,180,0,100,22.65,40,0,PY
829,평택,201512,8519,180,0,100,5.78,40,0,PY
830,평택,201512,851A,180,0,100,5.04,40,0,PY
831,평택,201601,8511,130,164.67,90,75.64,20,51.52,PY
832,평택,201601,8512,130,142.31,90,68.39,20,124.23,PY
833,평택,201601,8513,130,118.2,90,72.14,20,72.79,PY
834,평택,201601,8514,130,147.11,100,79.8,20,131,PY
835,평택,201601,8515,180,0,100,34.56,40,0,PY
836,평택,201601,8516,180,0,100,4.05,40,0,PY
837,평택,201601,8517,180,0,100,7.06,40,0,PY
838,평택,201601,8518,180,0,100,6.76,40,0,PY
839,평택,201601,8519,180,0,100,6.02,40,0,PY
840,평택,201601,851A,180,0,100,4.55,40,0,PY
841,평택,201602,8511,130,189.38,90,84.7,20,4747.37,PY
842,평택,201602,8512,130,179.35,90,68.95,20,109.69,PY
843,평택,201602,8513,130,96.57,90,74.33,20,46.57,PY
844,평택,201602,8514,130,179.59,100,89.52,20,155.36,PY
845,평택,201602,8515,180,0,100,19.09,40,0,PY
846,평택,201602,8516,180,0,100,0.38,40,0,PY
847,평택,201602,8517,180,0,100,8.25,40,0,PY
848,평택,201602,8518,180,0,100,4.7,40,0,PY
849,평택,201602,8519,180,0,100,6.33,40,0,PY
850,평택,201602,851A,180,0,100,5.86,40,0,PY
851,평택,201603,8511,130,78.17,90,101.05,20,18.99,PY
852,평택,201603,8512,130,74.33,90,65.57,20,69.81,PY
853,평택,201603,8513,130,80.84,90,68.37,20,64.97,PY
854,평택,201603,8514,130,75.63,100,89.49,20,90.04,PY
855,평택,201603,8515,180,0,100,13.65,40,0,PY
856,평택,201603,8516,180,0,100,1.72,40,0,PY
857,평택,201603,8517,180,0,100,8.66,40,0,PY
858,평택,201603,8518,180,0,100,4.67,40,0,PY
859,평택,201603,8519,180,0,100,8.16,40,0,PY
860,평택,201603,851A,180,0,100,5.44,40,0,PY
861,평택,201604,8511,130,82.48,90,76.18,20,23.8,PY
862,평택,201604,8512,130,133.17,90,85.75,20,69.49,PY
863,평택,201604,8513,130,117.26,90,83.55,20,96.13,PY
864,평택,201604,8514,130,81.44,100,64.8,20,20.66,PY
865,평택,201604,8515,180,0,100,8.97,40,0,PY
866,평택,201604,8516,180,0,100,1.84,40,0,PY
867,평택,201604,8517,180,0,100,13.93,40,0,PY
868,평택,201604,8518,180,0,100,6.51,40,0,PY
869,평택,201604,8519,180,0,100,9.02,40,0,PY
